user_query,command,description
Run the command to create a Btrfs partition on /dev/sdb,mkfs.btrfs /dev/sdb1,Creates a Btrfs filesystem on /dev/sdb1.
How do I list all Btrfs filesystems?,btrfs filesystem show,Lists all Btrfs filesystems and their devices.
What's the command to show Btrfs filesystems?,btrfs filesystem show,Lists all Btrfs filesystems and their devices.
Can you tell me how to display all Btrfs volumes?,btrfs filesystem show,Lists all Btrfs filesystems and their devices.
I need to see my Btrfs filesystems and their devices,btrfs filesystem show,Lists all Btrfs filesystems and their devices.
"Show me the Btrfs filesystems, please",btrfs filesystem show,Lists all Btrfs filesystems and their devices.
What command provides a summary of Btrfs filesystems?,btrfs filesystem show,Lists all Btrfs filesystems and their devices.
How can I get an overview of my Btrfs setup?,btrfs filesystem show,Lists all Btrfs filesystems and their devices.
I'm looking for a way to list all Btrfs filesystems and their associated devices,btrfs filesystem show,Lists all Btrfs filesystems and their devices.
Could you help me find the command to view all Btrfs filesystems?,btrfs filesystem show,Lists all Btrfs filesystems and their devices.
Display all currently detected Btrfs filesystems,btrfs filesystem show,Lists all Btrfs filesystems and their devices.
What's the best way to list Btrfs filesystems?,btrfs filesystem show,Lists all Btrfs filesystems and their devices.
Give me the command to enumerate Btrfs filesystems,btrfs filesystem show,Lists all Btrfs filesystems and their devices.
How do I set the secure deletion attribute for `file.txt`?,chattr +s file.txt,"Sets the secure deletion attribute on file.txt, zeroing data on delete."
What's the command to make `file.txt`'s data zeroed out when it's deleted?,chattr +s file.txt,"Sets the secure deletion attribute on file.txt, zeroing data on delete."
I need to ensure `file.txt` is securely erased upon removal. How do I achieve this?,chattr +s file.txt,"Sets the secure deletion attribute on file.txt, zeroing data on delete."
Can you tell me how to apply the secure deletion flag to `file.txt`?,chattr +s file.txt,"Sets the secure deletion attribute on file.txt, zeroing data on delete."
What's the correct way to mark `file.txt` so its contents are unrecoverable after deletion?,chattr +s file.txt,"Sets the secure deletion attribute on file.txt, zeroing data on delete."
How do I enable the `s` attribute for `file.txt` using `chattr`?,chattr +s file.txt,"Sets the secure deletion attribute on file.txt, zeroing data on delete."
I want to make `file.txt` securely deletable. Which command should I use?,chattr +s file.txt,"Sets the secure deletion attribute on file.txt, zeroing data on delete."
How can I configure `file.txt` to be securely wiped when deleted?,chattr +s file.txt,"Sets the secure deletion attribute on file.txt, zeroing data on delete."
What's the command to set `file.txt` up for secure erasure?,chattr +s file.txt,"Sets the secure deletion attribute on file.txt, zeroing data on delete."
I need to ensure `file.txt` is zero-filled on deletion. What's the command for that?,chattr +s file.txt,"Sets the secure deletion attribute on file.txt, zeroing data on delete."
How do I set `file.txt` to use the secure deletion feature?,chattr +s file.txt,"Sets the secure deletion attribute on file.txt, zeroing data on delete."
Can you give me the command to make `file.txt` securely removed?,chattr +s file.txt,"Sets the secure deletion attribute on file.txt, zeroing data on delete."
What's the command to set I/O best-effort for PID 1234?,ionice -c2 -p 1234,Sets I/O scheduling class to best-effort for process with PID 1234.
How can I change the I/O scheduling class to best-effort for process ID 1234?,ionice -c2 -p 1234,Sets I/O scheduling class to best-effort for process with PID 1234.
Can you show me the `ionice` command to set a process (PID 1234) to best-effort I/O?,ionice -c2 -p 1234,Sets I/O scheduling class to best-effort for process with PID 1234.
"I have a process, PID 1234, that's being too aggressive with I/O. How do I tone its I/O usage down to best-effort?",ionice -c2 -p 1234,Sets I/O scheduling class to best-effort for process with PID 1234.
I need to assign the best-effort I/O class to process 1234. What's the proper syntax?,ionice -c2 -p 1234,Sets I/O scheduling class to best-effort for process with PID 1234.
How to set PID 1234's I/O priority to best-effort?,ionice -c2 -p 1234,Sets I/O scheduling class to best-effort for process with PID 1234.
"Gimme the command to make PID 1234's disk access ""best-effort""",ionice -c2 -p 1234,Sets I/O scheduling class to best-effort for process with PID 1234.
I want to ensure PID 1234 isn't monopolizing disk I/O. What `ionice` command should I use to put it in the best-effort class?,ionice -c2 -p 1234,Sets I/O scheduling class to best-effort for process with PID 1234.
What's the `ionice` command for setting process 1234 to I/O class 2 (best-effort)?,ionice -c2 -p 1234,Sets I/O scheduling class to best-effort for process with PID 1234.
How do I configure process 1234 to use best-effort I/O scheduling?,ionice -c2 -p 1234,Sets I/O scheduling class to best-effort for process with PID 1234.
What's the recommended command to set best-effort I/O for PID 1234?,ionice -c2 -p 1234,Sets I/O scheduling class to best-effort for process with PID 1234.
I need to make process 1234's I/O behavior less intrusive. How do I achieve best-effort I/O for it?,ionice -c2 -p 1234,Sets I/O scheduling class to best-effort for process with PID 1234.
How do I set the open file limit for process with PID 1234 to 1024?,prlimit --pid 1234 --nofile=1024,Sets the open file limit to 1024 for process with PID 1234.
What's the command to change the `nofile` limit for PID 1234 to 1024?,prlimit --pid 1234 --nofile=1024,Sets the open file limit to 1024 for process with PID 1234.
Can you show me how to adjust the maximum number of open files for process ID 1234 to 1024?,prlimit --pid 1234 --nofile=1024,Sets the open file limit to 1024 for process with PID 1234.
I need to configure the file descriptor limit for process 1234 to be 1024. How?,prlimit --pid 1234 --nofile=1024,Sets the open file limit to 1024 for process with PID 1234.
Please tell me how to update the `RLIMIT_NOFILE` for PID 1234 to a value of,prlimit --pid 1234 --nofile=1024,Sets the open file limit to 1024 for process with PID 1234.
What is the procedure to assign an open file limit of 1024 to the process running as PID 1234?,prlimit --pid 1234 --nofile=1024,Sets the open file limit to 1024 for process with PID 1234.
How can I modify the allowed number of open files for process 1234 to 1024?,prlimit --pid 1234 --nofile=1024,Sets the open file limit to 1024 for process with PID 1234.
I'm trying to enforce a 1024 file handle limit for process ID 1234. What command do I use?,prlimit --pid 1234 --nofile=1024,Sets the open file limit to 1024 for process with PID 1234.
Could you give me the syntax to apply an open file limit of 1024 to PID 1234?,prlimit --pid 1234 --nofile=1024,Sets the open file limit to 1024 for process with PID 1234.
How do I specify that process 1234 can open a maximum of 1024 files?,prlimit --pid 1234 --nofile=1024,Sets the open file limit to 1024 for process with PID 1234.
I want to raise the `nofile` resource limit for PID 1234 to 1024. How is this done?,prlimit --pid 1234 --nofile=1024,Sets the open file limit to 1024 for process with PID 1234.
What's the correct way to set 1024 as the open file count limit for the process with ID 1234?,prlimit --pid 1234 --nofile=1024,Sets the open file limit to 1024 for process with PID 1234.
How can I get the PIDs for nginx?,pidof nginx,Returns PIDs of running nginx processes.
What are the process IDs of nginx?,pidof nginx,Returns PIDs of running nginx processes.
Show me the PIDs of running nginx processes,pidof nginx,Returns PIDs of running nginx processes.
I need to find the process IDs for nginx,pidof nginx,Returns PIDs of running nginx processes.
List the PIDs for nginx,pidof nginx,Returns PIDs of running nginx processes.
Can you display the PIDs for the nginx service?,pidof nginx,Returns PIDs of running nginx processes.
Is nginx running? What are its PIDs?,pidof nginx,Returns PIDs of running nginx processes.
Where can I locate the process IDs of nginx?,pidof nginx,Returns PIDs of running nginx processes.
Retrieve the PIDs of the nginx daemon,pidof nginx,Returns PIDs of running nginx processes.
I want to see the PIDs of nginx,pidof nginx,Returns PIDs of running nginx processes.
Provide me with the PIDs for nginx,pidof nginx,Returns PIDs of running nginx processes.
Get the process IDs of nginx,pidof nginx,Returns PIDs of running nginx processes.
Run `htop -u user`,htop -u user,Runs htop filtered to show only processes owned by user.
Please execute `htop` for the user 'user',htop -u user,Runs htop filtered to show only processes owned by user.
Launch `htop` to show only processes by 'user',htop -u user,Runs htop filtered to show only processes owned by user.
I want to run `htop` and filter by user 'user',htop -u user,Runs htop filtered to show only processes owned by user.
Can you start `htop` displaying just 'user's processes?,htop -u user,Runs htop filtered to show only processes owned by user.
"Display `htop` output, but limited to processes owned by 'user'",htop -u user,Runs htop filtered to show only processes owned by user.
Show me the `htop` view for user 'user',htop -u user,Runs htop filtered to show only processes owned by user.
Execute `htop` with the `-u user` option,htop -u user,Runs htop filtered to show only processes owned by user.
Monitor processes for 'user' using `htop`,htop -u user,Runs htop filtered to show only processes owned by user.
Start `htop` and only show me 'user's activity,htop -u user,Runs htop filtered to show only processes owned by user.
I need `htop` to filter processes belonging to 'user',htop -u user,Runs htop filtered to show only processes owned by user.
Run `htop` specifically for the 'user' account,htop -u user,Runs htop filtered to show only processes owned by user.
How do I trace file open system calls using bpftrace?,"bpftrace -e 'tracepoint:syscalls:sys_enter_openat { printf(""%s opened %s
"", comm, str(args->filename)); }'","Traces file open system calls using eBPF, printing process and file names."
What's the bpftrace command to monitor which processes open which files?,"bpftrace -e 'tracepoint:syscalls:sys_enter_openat { printf(""%s opened %s
"", comm, str(args->filename)); }'","Traces file open system calls using eBPF, printing process and file names."
Show me the bpftrace script for tracing `sys_enter_openat` and printing the process name and filename,"bpftrace -e 'tracepoint:syscalls:sys_enter_openat { printf(""%s opened %s
"", comm, str(args->filename)); }'","Traces file open system calls using eBPF, printing process and file names."
Can you give me the bpftrace one-liner to log all file open events with the process and file path?,"bpftrace -e 'tracepoint:syscalls:sys_enter_openat { printf(""%s opened %s
"", comm, str(args->filename)); }'","Traces file open system calls using eBPF, printing process and file names."
I need to use eBPF to see every file that gets opened. What's the command for that?,"bpftrace -e 'tracepoint:syscalls:sys_enter_openat { printf(""%s opened %s
"", comm, str(args->filename)); }'","Traces file open system calls using eBPF, printing process and file names."
Provide the bpftrace command to capture `openat` syscalls and display the caller and the path,"bpftrace -e 'tracepoint:syscalls:sys_enter_openat { printf(""%s opened %s
"", comm, str(args->filename)); }'","Traces file open system calls using eBPF, printing process and file names."
How can I get bpftrace to output the process and filename whenever a file is opened?,"bpftrace -e 'tracepoint:syscalls:sys_enter_openat { printf(""%s opened %s
"", comm, str(args->filename)); }'","Traces file open system calls using eBPF, printing process and file names."
What's the syntax for tracing file access using bpftrace to show the process name and file name?,"bpftrace -e 'tracepoint:syscalls:sys_enter_openat { printf(""%s opened %s
"", comm, str(args->filename)); }'","Traces file open system calls using eBPF, printing process and file names."
Help me set up bpftrace to watch for file open calls and print the process name and the file being opened,"bpftrace -e 'tracepoint:syscalls:sys_enter_openat { printf(""%s opened %s
"", comm, str(args->filename)); }'","Traces file open system calls using eBPF, printing process and file names."
"I want to log `sys_enter_openat` events. What's the bpftrace command for that, including process and filename?","bpftrace -e 'tracepoint:syscalls:sys_enter_openat { printf(""%s opened %s
"", comm, str(args->filename)); }'","Traces file open system calls using eBPF, printing process and file names."
Generate the bpftrace command to trace all `openat` system calls and report the process and filename,"bpftrace -e 'tracepoint:syscalls:sys_enter_openat { printf(""%s opened %s
"", comm, str(args->filename)); }'","Traces file open system calls using eBPF, printing process and file names."
"Give me the bpftrace instruction to monitor file opens, displaying the process that initiated the open and the target file","bpftrace -e 'tracepoint:syscalls:sys_enter_openat { printf(""%s opened %s
"", comm, str(args->filename)); }'","Traces file open system calls using eBPF, printing process and file names."
How do I list all processes listening on TCP ports?,lsof -iTCP -sTCP:LISTEN,Lists processes with open TCP listening sockets.
Show me which services are actively listening for TCP connections,lsof -iTCP -sTCP:LISTEN,Lists processes with open TCP listening sockets.
Display all open TCP listening sockets,lsof -iTCP -sTCP:LISTEN,Lists processes with open TCP listening sockets.
What processes have open TCP listening ports?,lsof -iTCP -sTCP:LISTEN,Lists processes with open TCP listening sockets.
I need to see everything that's listening on TCP,lsof -iTCP -sTCP:LISTEN,Lists processes with open TCP listening sockets.
Can you show me a list of all TCP listeners?,lsof -iTCP -sTCP:LISTEN,Lists processes with open TCP listening sockets.
Which applications are listening on TCP ports?,lsof -iTCP -sTCP:LISTEN,Lists processes with open TCP listening sockets.
How can I check for TCP listening sockets on my system?,lsof -iTCP -sTCP:LISTEN,Lists processes with open TCP listening sockets.
List all processes that are currently in a TCP LISTEN state,lsof -iTCP -sTCP:LISTEN,Lists processes with open TCP listening sockets.
Tell me what's listening for incoming TCP connections,lsof -iTCP -sTCP:LISTEN,Lists processes with open TCP listening sockets.
I want to view all TCP ports that are open and listening,lsof -iTCP -sTCP:LISTEN,Lists processes with open TCP listening sockets.
What are the active TCP listeners on this machine?,lsof -iTCP -sTCP:LISTEN,Lists processes with open TCP listening sockets.
How do I monitor network interface changes in real-time?,ip monitor,Monitors network interface and address changes in real-time.
What's the command to observe live updates to network addresses?,ip monitor,Monitors network interface and address changes in real-time.
Show me how to track network interface and address modifications,ip monitor,Monitors network interface and address changes in real-time.
I need to see network configuration changes as they happen,ip monitor,Monitors network interface and address changes in real-time.
How can I get continuous notifications for network events?,ip monitor,Monitors network interface and address changes in real-time.
Display ongoing changes to network interfaces and IP addresses,ip monitor,Monitors network interface and address changes in real-time.
What command watches for network interface and address updates?,ip monitor,Monitors network interface and address changes in real-time.
I want to keep an eye on network interface status dynamically,ip monitor,Monitors network interface and address changes in real-time.
Tell me how to get a live feed of network interface activity,ip monitor,Monitors network interface and address changes in real-time.
How do I continuously show network address changes?,ip monitor,Monitors network interface and address changes in real-time.
What's the command to see additions or deletions of network interfaces?,ip monitor,Monitors network interface and address changes in real-time.
I'd like to be alerted to any real-time changes in network interfaces or addresses,ip monitor,Monitors network interface and address changes in real-time.
Please execute `ss -H -o` for me,ss -H -o,"Lists sockets with options, suppressing header output."
"Could you show me the socket statistics, suppressing the header and including timer details?",ss -H -o,"Lists sockets with options, suppressing header output."
I need to see the socket connections; run `ss` without the header and with the timer information,ss -H -o,"Lists sockets with options, suppressing header output."
"What are the active sockets, without the column headers, and with their respective timer data?",ss -H -o,"Lists sockets with options, suppressing header output."
"Get me the socket list: no header, and make sure to display the timers",ss -H -o,"Lists sockets with options, suppressing header output."
"Run the `ss` command, ensuring the header is suppressed and the timer options are active",ss -H -o,"Lists sockets with options, suppressing header output."
Display the raw socket statistics – skip the header and include the timer output,ss -H -o,"Lists sockets with options, suppressing header output."
Can you list the sockets using `ss -H -o`?,ss -H -o,"Lists sockets with options, suppressing header output."
"Show me the current socket state, but omit the header line and include the timer values",ss -H -o,"Lists sockets with options, suppressing header output."
"Execute `ss` to list all sockets, specifically ignoring the header and showing the timers",ss -H -o,"Lists sockets with options, suppressing header output."
"I need the socket report, just the data rows, and with timer info visible",ss -H -o,"Lists sockets with options, suppressing header output."
Could you provide the `ss` output with no header and all timer details?,ss -H -o,"Lists sockets with options, suppressing header output."
How do I set the MTU of my `eth0` interface to 9000?,ip link set eth0 mtu 9000,Sets the MTU of eth0 to 9000 for jumbo frames.
What's the command to enable jumbo frames on `eth0`?,ip link set eth0 mtu 9000,Sets the MTU of eth0 to 9000 for jumbo frames.
Could you tell me how to configure `eth0` for an MTU of 9000?,ip link set eth0 mtu 9000,Sets the MTU of eth0 to 9000 for jumbo frames.
I need to change the MTU for `eth0` to 9000. How do I do that?,ip link set eth0 mtu 9000,Sets the MTU of eth0 to 9000 for jumbo frames.
How can I make my `eth0` interface use an MTU of 9000?,ip link set eth0 mtu 9000,Sets the MTU of eth0 to 9000 for jumbo frames.
What's the Linux command to set the Maximum Transmission Unit for `eth0` to 9000?,ip link set eth0 mtu 9000,Sets the MTU of eth0 to 9000 for jumbo frames.
I want to increase `eth0`'s MTU to 9000. What's the proper way?,ip link set eth0 mtu 9000,Sets the MTU of eth0 to 9000 for jumbo frames.
How do I apply an MTU of 9000 to my `eth0` network adapter?,ip link set eth0 mtu 9000,Sets the MTU of eth0 to 9000 for jumbo frames.
Help me set the MTU of `eth0` to,ip link set eth0 mtu 9000,Sets the MTU of eth0 to 9000 for jumbo frames.
I need to configure `eth0` to support jumbo frames. Which command should I use?,ip link set eth0 mtu 9000,Sets the MTU of eth0 to 9000 for jumbo frames.
Can you show me how to manually set `eth0`'s MTU to 9000?,ip link set eth0 mtu 9000,Sets the MTU of eth0 to 9000 for jumbo frames.
What's the syntax for setting `eth0`'s MTU to 9000 using `ip link`?,ip link set eth0 mtu 9000,Sets the MTU of eth0 to 9000 for jumbo frames.
Please run `nping --tcp -p 80 192.168.1.1`,nping --tcp -p 80 192.168.1.1,Sends TCP probes to port 80 on 192.168.1.1 for network testing.
Could you send a TCP probe to port 80 on 192.168.1.1 using nping?,nping --tcp -p 80 192.168.1.1,Sends TCP probes to port 80 on 192.168.1.1 for network testing.
I need to test TCP connectivity to 192.168.1.1 on port 80. Can we use nping for that?,nping --tcp -p 80 192.168.1.1,Sends TCP probes to port 80 on 192.168.1.1 for network testing.
Run nping to send TCP packets to 192.168.1.1 on port,nping --tcp -p 80 192.168.1.1,Sends TCP probes to port 80 on 192.168.1.1 for network testing.
"Execute `nping --tcp -p 80 192.168.1.1` for me, please",nping --tcp -p 80 192.168.1.1,Sends TCP probes to port 80 on 192.168.1.1 for network testing.
Let's run `nping` to test TCP port 80 on,nping --tcp -p 80 192.168.1.1,Sends TCP probes to port 80 on 192.168.1.1 for network testing.
