user_query,command,description
List all current network activity with the process name or ID,ss -anp,Lists all sockets with associated processes.
What's the best way to view all system sockets and their responsible processes?,ss -anp,Lists all sockets with associated processes.
I want to get a detailed report of all open ports and their managing processes,ss -anp,Lists all sockets with associated processes.
Show me which applications are currently communicating over the network,ss -anp,Lists all sockets with associated processes.
Give me a breakdown of all network connections and the processes that own them,ss -anp,Lists all sockets with associated processes.
Run `traceroute google.com`,traceroute google.com,Traces the route packets take to google.com.
How do I traceroute google.com?,traceroute google.com,Traces the route packets take to google.com.
What's the command to trace the route to google.com?,traceroute google.com,Traces the route packets take to google.com.
Could you please run `traceroute google.com`?,traceroute google.com,Traces the route packets take to google.com.
I need to perform a traceroute to google.com,traceroute google.com,Traces the route packets take to google.com.
Execute `traceroute google.com`,traceroute google.com,Traces the route packets take to google.com.
Check the network path to google.com,traceroute google.com,Traces the route packets take to google.com.
Can you show me how to run a traceroute to google.com?,traceroute google.com,Traces the route packets take to google.com.
Initiate a traceroute command to google.com,traceroute google.com,Traces the route packets take to google.com.
I'd like to trace the route to google.com,traceroute google.com,Traces the route packets take to google.com.
Perform a `traceroute` to `google.com`,traceroute google.com,Traces the route packets take to google.com.
Let's find the route packets take to google.com,traceroute google.com,Traces the route packets take to google.com.
What's the system's last boot time?,who -b,Shows the time of the last system boot.
When did this machine last boot up?,who -b,Shows the time of the last system boot.
Show me the time the server was last started,who -b,Shows the time of the last system boot.
I need to know the system's boot time,who -b,Shows the time of the last system boot.
Can you display the last boot timestamp?,who -b,Shows the time of the last system boot.
Tell me when this Linux host last booted,who -b,Shows the time of the last system boot.
What was the system's most recent startup time?,who -b,Shows the time of the last system boot.
Please give me the boot time,who -b,Shows the time of the last system boot.
When was this instance last powered on?,who -b,Shows the time of the last system boot.
Retrieve the system's last boot information,who -b,Shows the time of the last system boot.
How long ago did the system boot?,who -b,Shows the time of the last system boot.
Query the system for its boot time,who -b,Shows the time of the last system boot.
How do I set the GECOS comment field for `user` to 'Full Name'?,usermod -c 'Full Name' user,Sets the GECOS comment field for user to 'Full Name'.
I need to change the full name associated with `user` to 'Full Name',usermod -c 'Full Name' user,Sets the GECOS comment field for user to 'Full Name'.
Update `user`'s descriptive name to 'Full Name',usermod -c 'Full Name' user,Sets the GECOS comment field for user to 'Full Name'.
What's the command to modify the comment field for `user` to 'Full Name'?,usermod -c 'Full Name' user,Sets the GECOS comment field for user to 'Full Name'.
Could you show me how to assign 'Full Name' as the GECOS field for `user`?,usermod -c 'Full Name' user,Sets the GECOS comment field for user to 'Full Name'.
How can I put 'Full Name' in the profile comment for `user`?,usermod -c 'Full Name' user,Sets the GECOS comment field for user to 'Full Name'.
I want to make `user`'s GECOS information read 'Full Name',usermod -c 'Full Name' user,Sets the GECOS comment field for user to 'Full Name'.
Please set the `user` account's full name to 'Full Name',usermod -c 'Full Name' user,Sets the GECOS comment field for user to 'Full Name'.
How do I specify 'Full Name' as the GECOS comment for `user`?,usermod -c 'Full Name' user,Sets the GECOS comment field for user to 'Full Name'.
I need to alter the descriptive name of `user` to 'Full Name',usermod -c 'Full Name' user,Sets the GECOS comment field for user to 'Full Name'.
Can I update `user`'s user information to show 'Full Name' in the GECOS field?,usermod -c 'Full Name' user,Sets the GECOS comment field for user to 'Full Name'.
Give me the way to change `user`'s comment field to 'Full Name',usermod -c 'Full Name' user,Sets the GECOS comment field for user to 'Full Name'.
How do I delete the group 'oldgroup'?,groupdel oldgroup,Deletes the group oldgroup.
What's the command to remove 'oldgroup'?,groupdel oldgroup,Deletes the group oldgroup.
I need to get rid of the group named 'oldgroup',groupdel oldgroup,Deletes the group oldgroup.
The 'oldgroup' group is no longer needed; how can I remove it?,groupdel oldgroup,Deletes the group oldgroup.
Remove group 'oldgroup',groupdel oldgroup,Deletes the group oldgroup.
Could you tell me how to delete the 'oldgroup' group?,groupdel oldgroup,Deletes the group oldgroup.
Please provide the command to delete the group 'oldgroup',groupdel oldgroup,Deletes the group oldgroup.
I want to delete the group 'oldgroup'. What should I type?,groupdel oldgroup,Deletes the group oldgroup.
What's the best way to delete 'oldgroup' from the system?,groupdel oldgroup,Deletes the group oldgroup.
How do I completely remove the 'oldgroup' entry?,groupdel oldgroup,Deletes the group oldgroup.
Delete the Linux group 'oldgroup',groupdel oldgroup,Deletes the group oldgroup.
Can you show me how to remove the 'oldgroup' group?,groupdel oldgroup,Deletes the group oldgroup.
