user_query,command,description
Run `pstree` and make sure it shows the process IDs,pstree -p,Displays a tree of processes with PIDs.
Give me a tree diagram of processes with their PIDs,pstree -p,Displays a tree of processes with PIDs.
How do I use `pstree` to show PIDs for all processes?,pstree -p,Displays a tree of processes with PIDs.
"Present the process tree structure, explicitly including the PIDs",pstree -p,Displays a tree of processes with PIDs.
Send SIGTERM to process,kill -SIGTERM 1234,Sends the SIGTERM signal to the process with PID 1234.
I need to terminate the process with PID 1234 using SIGTERM,kill -SIGTERM 1234,Sends the SIGTERM signal to the process with PID 1234.
Kill PID,kill -SIGTERM 1234,Sends the SIGTERM signal to the process with PID 1234.
How do I gracefully stop process 1234?,kill -SIGTERM 1234,Sends the SIGTERM signal to the process with PID 1234.
Issue a termination signal to process,kill -SIGTERM 1234,Sends the SIGTERM signal to the process with PID 1234.
End the process whose ID is,kill -SIGTERM 1234,Sends the SIGTERM signal to the process with PID 1234.
Please send a SIGTERM to the process running as,kill -SIGTERM 1234,Sends the SIGTERM signal to the process with PID 1234.
Make process 1234 stop executing,kill -SIGTERM 1234,Sends the SIGTERM signal to the process with PID 1234.
I want to shut down process,kill -SIGTERM 1234,Sends the SIGTERM signal to the process with PID 1234.
Can you send the default kill signal to PID 1234?,kill -SIGTERM 1234,Sends the SIGTERM signal to the process with PID 1234.
Terminate the program with process ID 1234 cleanly,kill -SIGTERM 1234,Sends the SIGTERM signal to the process with PID 1234.
Stop the process with ID,kill -SIGTERM 1234,Sends the SIGTERM signal to the process with PID 1234.
How do I find the process IDs (PIDs) for nginx?,pgrep nginx,Lists PIDs of processes named nginx.
What's the command to list all nginx PIDs?,pgrep nginx,Lists PIDs of processes named nginx.
I need to get the PIDs of running nginx processes,pgrep nginx,Lists PIDs of processes named nginx.
Show me the process IDs for nginx,pgrep nginx,Lists PIDs of processes named nginx.
Find the PIDs of all nginx instances,pgrep nginx,Lists PIDs of processes named nginx.
Can you list the nginx process IDs for me?,pgrep nginx,Lists PIDs of processes named nginx.
How do I check the PIDs of nginx?,pgrep nginx,Lists PIDs of processes named nginx.
Get me the PIDs for nginx,pgrep nginx,Lists PIDs of processes named nginx.
What are the PIDs for nginx?,pgrep nginx,Lists PIDs of processes named nginx.
I want to see the process IDs associated with nginx,pgrep nginx,Lists PIDs of processes named nginx.
Query for nginx PIDs,pgrep nginx,Lists PIDs of processes named nginx.
Give me the numerical identifiers for nginx processes,pgrep nginx,Lists PIDs of processes named nginx.
Open file.txt using Emacs,emacs file.txt,Opens file.txt in the Emacs text editor.
Could you please open file.txt in Emacs?,emacs file.txt,Opens file.txt in the Emacs text editor.
I need to edit file.txt with Emacs,emacs file.txt,Opens file.txt in the Emacs text editor.
Launch Emacs and load file.txt,emacs file.txt,Opens file.txt in the Emacs text editor.
"Start Emacs, opening file.txt",emacs file.txt,Opens file.txt in the Emacs text editor.
Please open file.txt in the Emacs text editor,emacs file.txt,Opens file.txt in the Emacs text editor.
Could you fire up Emacs for file.txt?,emacs file.txt,Opens file.txt in the Emacs text editor.
I'd like to open file.txt with Emacs,emacs file.txt,Opens file.txt in the Emacs text editor.
"Emacs, open file.txt",emacs file.txt,Opens file.txt in the Emacs text editor.
Use Emacs to open file.txt,emacs file.txt,Opens file.txt in the Emacs text editor.
Let's open file.txt in Emacs,emacs file.txt,Opens file.txt in the Emacs text editor.
Load file.txt into Emacs,emacs file.txt,Opens file.txt in the Emacs text editor.
Open file1.txt and file2.txt in Vim with a horizontal split,vim -o file1.txt file2.txt,Opens file1.txt and file2.txt in Vim with a horizontal split.
"Please launch Vim for file1.txt and file2.txt, displaying them in a horizontal split",vim -o file1.txt file2.txt,Opens file1.txt and file2.txt in Vim with a horizontal split.
"I need to edit file1.txt and file2.txt in Vim, with each file in its own horizontally split window",vim -o file1.txt file2.txt,Opens file1.txt and file2.txt in Vim with a horizontal split.
"Run Vim to open both file1.txt and file2.txt, splitting the view horizontally",vim -o file1.txt file2.txt,Opens file1.txt and file2.txt in Vim with a horizontal split.
"Could you open file1.txt and file2.txt in Vim, making sure they appear in separate horizontal panes?",vim -o file1.txt file2.txt,Opens file1.txt and file2.txt in Vim with a horizontal split.
"Launch Vim for file1.txt and file2.txt, showing them stacked one above the other",vim -o file1.txt file2.txt,Opens file1.txt and file2.txt in Vim with a horizontal split.
"Start Vim and open file1.txt and file2.txt, using a horizontal split layout",vim -o file1.txt file2.txt,Opens file1.txt and file2.txt in Vim with a horizontal split.
"I'd like to open file1.txt and file2.txt in Vim, arranged with a horizontal split",vim -o file1.txt file2.txt,Opens file1.txt and file2.txt in Vim with a horizontal split.
"Open those two files, file1.txt and file2.txt, in Vim with a horizontal split",vim -o file1.txt file2.txt,Opens file1.txt and file2.txt in Vim with a horizontal split.
"Use Vim to open file1.txt and file2.txt, splitting the screen horizontally",vim -o file1.txt file2.txt,Opens file1.txt and file2.txt in Vim with a horizontal split.
"Please open file1.txt and file2.txt in Vim, with a horizontal window split",vim -o file1.txt file2.txt,Opens file1.txt and file2.txt in Vim with a horizontal split.
"I want to open file1.txt and file2.txt in Vim, creating a horizontal split",vim -o file1.txt file2.txt,Opens file1.txt and file2.txt in Vim with a horizontal split.
How do I open `config.conf` in Nano and ensure it creates backups?,nano -B config.conf,"Opens config.conf in Nano, creating backups on save."
"I need to edit `config.conf` with Nano, and I want it to save a backup copy",nano -B config.conf,"Opens config.conf in Nano, creating backups on save."
What's the command to open `config.conf` in Nano while enabling the backup feature?,nano -B config.conf,"Opens config.conf in Nano, creating backups on save."
Can you show me how to launch Nano for `config.conf` with backup functionality?,nano -B config.conf,"Opens config.conf in Nano, creating backups on save."
"Run Nano on `config.conf`, making sure it creates a backup of the original file",nano -B config.conf,"Opens config.conf in Nano, creating backups on save."
"Open `config.conf` using Nano, and have it automatically generate backups",nano -B config.conf,"Opens config.conf in Nano, creating backups on save."
I want to edit `config.conf` in Nano and have it save a previous version,nano -B config.conf,"Opens config.conf in Nano, creating backups on save."
How can I use Nano to edit `config.conf` so that it creates a backup on save?,nano -B config.conf,"Opens config.conf in Nano, creating backups on save."
Tell me how to run Nano on `config.conf` and make it create old file versions,nano -B config.conf,"Opens config.conf in Nano, creating backups on save."
What's the best way to open `config.conf` in Nano and get it to create a backup?,nano -B config.conf,"Opens config.conf in Nano, creating backups on save."
Could you tell me how to open `config.conf` in Nano with backups enabled?,nano -B config.conf,"Opens config.conf in Nano, creating backups on save."
I need to open `config.conf` in Nano; how do I make it create a backup when I save?,nano -B config.conf,"Opens config.conf in Nano, creating backups on save."
Open `file.txt` using Emacs in the terminal,emacs -nw file.txt,Opens file.txt in Emacs in terminal (non-GUI) mode.
How do I open `file.txt` with Emacs in non-GUI mode?,emacs -nw file.txt,Opens file.txt in Emacs in terminal (non-GUI) mode.
I need to edit `file.txt` using Emacs in my current console,emacs -nw file.txt,Opens file.txt in Emacs in terminal (non-GUI) mode.
What's the command to open `file.txt` in Emacs without X?,emacs -nw file.txt,Opens file.txt in Emacs in terminal (non-GUI) mode.
"Could you show me how to open `file.txt` in Emacs, but keep it in the terminal window?",emacs -nw file.txt,Opens file.txt in Emacs in terminal (non-GUI) mode.
Launch Emacs to edit `file.txt` within the terminal,emacs -nw file.txt,Opens file.txt in Emacs in terminal (non-GUI) mode.
"I want to open `file.txt` in Emacs, but I don't want a graphical window to pop up",emacs -nw file.txt,Opens file.txt in Emacs in terminal (non-GUI) mode.
Give me the command for opening `file.txt` in terminal-only Emacs,emacs -nw file.txt,Opens file.txt in Emacs in terminal (non-GUI) mode.
How can I use Emacs to view/edit `file.txt` directly in my shell?,emacs -nw file.txt,Opens file.txt in Emacs in terminal (non-GUI) mode.
Open `file.txt` in Emacs's text-based interface,emacs -nw file.txt,Opens file.txt in Emacs in terminal (non-GUI) mode.
"I'm on a remote server via SSH, how do I open `file.txt` in Emacs there?",emacs -nw file.txt,Opens file.txt in Emacs in terminal (non-GUI) mode.
Launch `file.txt` into a non-graphical Emacs session,emacs -nw file.txt,Opens file.txt in Emacs in terminal (non-GUI) mode.
How do I list all block devices along with their filesystem types and UUIDs?,lsblk -f,Lists block devices with filesystem types and UUIDs.
"What command shows block device information, including filesystem type and UUID?",lsblk -f,Lists block devices with filesystem types and UUIDs.
I need to see the filesystem types and UUIDs for my storage devices. How can I do that?,lsblk -f,Lists block devices with filesystem types and UUIDs.
"Can you show me a detailed list of block devices, including their filesystem information?",lsblk -f,Lists block devices with filesystem types and UUIDs.
"How do I get an overview of my disks, showing what filesystem each partition uses and its UUID?",lsblk -f,Lists block devices with filesystem types and UUIDs.
Run the command to display block device filesystem types and UUIDs,lsblk -f,Lists block devices with filesystem types and UUIDs.
I'm trying to identify my partitions by their UUIDs. What's the best command for that?,lsblk -f,Lists block devices with filesystem types and UUIDs.
What's the `lsblk` command to show filesystem types and UUIDs?,lsblk -f,Lists block devices with filesystem types and UUIDs.
List all block devices with their respective filesystem types and unique identifiers,lsblk -f,Lists block devices with filesystem types and UUIDs.
"Could you generate a list of block devices, including their filesystem types and mount points, plus UUIDs?",lsblk -f,Lists block devices with filesystem types and UUIDs.
I need to check the filesystem details of all my storage devices. What command should I use?,lsblk -f,Lists block devices with filesystem types and UUIDs.
Display all attached block devices and their filesystem and UUID information,lsblk -f,Lists block devices with filesystem types and UUIDs.
How do I get my CPU information in a tabular format?,lscpu -e,Displays CPU information in a tabular format.
What's the command to display CPU details as a table?,lscpu -e,Displays CPU information in a tabular format.
Can you show me the CPU architecture in a structured table?,lscpu -e,Displays CPU information in a tabular format.
I need a tabular summary of my processor's specifications. How can I get that?,lscpu -e,Displays CPU information in a tabular format.
Display the detailed CPU information in a table for me,lscpu -e,Displays CPU information in a tabular format.
"Please provide the CPU features in a clear, tabulated list",lscpu -e,Displays CPU information in a tabular format.
How do I view my system's CPU details in a table?,lscpu -e,Displays CPU information in a tabular format.
What's the best way to get a structured output of CPU characteristics?,lscpu -e,Displays CPU information in a tabular format.
I'm looking for the command that outputs CPU information in a row/column format,lscpu -e,Displays CPU information in a tabular format.
Could you run the utility that presents CPU data as a table?,lscpu -e,Displays CPU information in a tabular format.
Show me the processor's properties in a neatly formatted table,lscpu -e,Displays CPU information in a tabular format.
Give me the command to list my CPU's specs in a tabular layout,lscpu -e,Displays CPU information in a tabular format.
Run `vmstat -s`,vmstat -s,Displays a summary of virtual memory statistics.
Please execute `vmstat -s`,vmstat -s,Displays a summary of virtual memory statistics.
Display the virtual memory summary,vmstat -s,Displays a summary of virtual memory statistics.
Show me the `vmstat` summary statistics,vmstat -s,Displays a summary of virtual memory statistics.
I need to see the virtual memory statistics summary,vmstat -s,Displays a summary of virtual memory statistics.
Can you get me the output of `vmstat -s`?,vmstat -s,Displays a summary of virtual memory statistics.
What's the summary of virtual memory?,vmstat -s,Displays a summary of virtual memory statistics.
Provide the `vmstat` summary,vmstat -s,Displays a summary of virtual memory statistics.
Execute the command `vmstat -s`,vmstat -s,Displays a summary of virtual memory statistics.
I want to check the virtual memory summary,vmstat -s,Displays a summary of virtual memory statistics.
Could you show me the current virtual memory statistics summary?,vmstat -s,Displays a summary of virtual memory statistics.
Get the virtual memory statistics summary,vmstat -s,Displays a summary of virtual memory statistics.
What's the command to remove execute permission for the group on `script.sh`?,chmod g-x script.sh,Removes execute permission for the group on script.sh.
How do I disable group execution rights for `script.sh`?,chmod g-x script.sh,Removes execute permission for the group on script.sh.
I need to stop the group from running `script.sh`. What `chmod` command should I use?,chmod g-x script.sh,Removes execute permission for the group on script.sh.
Please give me the syntax to take away group execute access from `script.sh`,chmod g-x script.sh,Removes execute permission for the group on script.sh.
How can I prevent group members from executing `script.sh`?,chmod g-x script.sh,Removes execute permission for the group on script.sh.
I want to make `script.sh` not executable by the group. How do I do that?,chmod g-x script.sh,Removes execute permission for the group on script.sh.
"Using `chmod`, how do I remove the 'x' permission for the group on `script.sh`?",chmod g-x script.sh,Removes execute permission for the group on script.sh.
What's the `chmod` string to revoke group execute permission on `script.sh`?,chmod g-x script.sh,Removes execute permission for the group on script.sh.
How do I change `script.sh` permissions to deny group execute?,chmod g-x script.sh,Removes execute permission for the group on script.sh.
Give me the `chmod` command to remove group execute for `script.sh`,chmod g-x script.sh,Removes execute permission for the group on script.sh.
"My `script.sh` has group execute set, and I want to unset it. How?",chmod g-x script.sh,Removes execute permission for the group on script.sh.
What's the way to remove the execute bit for the group on `script.sh`?,chmod g-x script.sh,Removes execute permission for the group on script.sh.
How do I recursively change the owner of `symlink` and its target to `user`?,chown -hR user symlink,Recursively changes ownership of symlink and its target to user.
What command would I use to make `user` the recursive owner of `symlink` and everything it points to?,chown -hR user symlink,Recursively changes ownership of symlink and its target to user.
I need to recursively assign `user` as the owner for `symlink` and its entire linked hierarchy,chown -hR user symlink,Recursively changes ownership of symlink and its target to user.
Could you provide the `chown` syntax to recursively set `user` as the owner of `symlink` itself and its contents?,chown -hR user symlink,Recursively changes ownership of symlink and its target to user.
I want to change the ownership of `symlink` and all files/directories within its target to `user`. How can I do this?,chown -hR user symlink,Recursively changes ownership of symlink and its target to user.
What's the `chown` command to recursively transfer ownership of `symlink` (including `symlink` itself) to `user`?,chown -hR user symlink,Recursively changes ownership of symlink and its target to user.
Please show me the command to set `user` as the recursive owner of both the `symlink` and the data it references,chown -hR user symlink,Recursively changes ownership of symlink and its target to user.
"Help me run `chown` to recursively change `symlink`'s owner, and the owner of its target directory and files, to `user`",chown -hR user symlink,Recursively changes ownership of symlink and its target to user.
I'm looking for a way to recursively make `user` the owner of `symlink` and the underlying path it links to,chown -hR user symlink,Recursively changes ownership of symlink and its target to user.
"Command needed to recursively change ownership of `symlink` to `user`, ensuring the symlink itself is affected along with its target",chown -hR user symlink,Recursively changes ownership of symlink and its target to user.
"How do I apply recursive ownership of `user` to `symlink`, encompassing the symlink file and all items in its destination?",chown -hR user symlink,Recursively changes ownership of symlink and its target to user.
"Give me the command to recursively assign `user` as the owner for `symlink`, making sure `symlink` itself changes and so does its full target",chown -hR user symlink,Recursively changes ownership of symlink and its target to user.
Show me the IP routing table,ip route show,Displays the IP routing table.
How do I display the network routes?,ip route show,Displays the IP routing table.
What's the command to view the routing table?,ip route show,Displays the IP routing table.
Can you list the current network routes?,ip route show,Displays the IP routing table.
I need to see my system's routing information,ip route show,Displays the IP routing table.
"Display the IP routes, please",ip route show,Displays the IP routing table.
How can I check the routing table?,ip route show,Displays the IP routing table.
Tell me the network routing entries,ip route show,Displays the IP routing table.
Print out the routing table,ip route show,Displays the IP routing table.
What are the active IP routes?,ip route show,Displays the IP routing table.
Get me the routing table,ip route show,Displays the IP routing table.
I'd like to view the network routing configuration,ip route show,Displays the IP routing table.
Run `ss -tuln`,ss -tuln,Lists listening TCP and UDP sockets.
How do I list listening TCP and UDP sockets?,ss -tuln,Lists listening TCP and UDP sockets.
Show me all listening ports,ss -tuln,Lists listening TCP and UDP sockets.
What's the command to check open TCP and UDP ports?,ss -tuln,Lists listening TCP and UDP sockets.
I need to see what's listening on my machine,ss -tuln,Lists listening TCP and UDP sockets.
"Display active listening sockets, both TCP and UDP",ss -tuln,Lists listening TCP and UDP sockets.
How can I get a numerical list of listening TCP and UDP connections?,ss -tuln,Lists listening TCP and UDP sockets.
List all sockets in listening state,ss -tuln,Lists listening TCP and UDP sockets.
Get me the output of `ss -tuln`,ss -tuln,Lists listening TCP and UDP sockets.
What's using my network ports?,ss -tuln,Lists listening TCP and UDP sockets.
I want to list all listening TCP and UDP sockets without name resolution,ss -tuln,Lists listening TCP and UDP sockets.
Can you show me the listening TCP and UDP services?,ss -tuln,Lists listening TCP and UDP sockets.
How do I create a symbolic link named `link.conf` that points to `/etc/config.conf`?,ln -s /etc/config.conf link.conf,Creates a symbolic link link.conf to /etc/config.conf.
What's the command to make `link.conf` a symlink to `/etc/config.conf`?,ln -s /etc/config.conf link.conf,Creates a symbolic link link.conf to /etc/config.conf.
I need to create a soft link from `/etc/config.conf` to `link.conf`. How do I do that?,ln -s /etc/config.conf link.conf,Creates a symbolic link link.conf to /etc/config.conf.
Can you tell me how to set up `link.conf` as an alias for `/etc/config.conf`?,ln -s /etc/config.conf link.conf,Creates a symbolic link link.conf to /etc/config.conf.
How can I make `link.conf` a symbolic pointer to `/etc/config.conf`?,ln -s /etc/config.conf link.conf,Creates a symbolic link link.conf to /etc/config.conf.
What's the syntax for creating a symbolic link where `/etc/config.conf` is the source and `link.conf` is the link name?,ln -s /etc/config.conf link.conf,Creates a symbolic link link.conf to /etc/config.conf.
I want to symbolically link `/etc/config.conf` to `link.conf`. What's the command?,ln -s /etc/config.conf link.conf,Creates a symbolic link link.conf to /etc/config.conf.
Could you show me how to create a shortcut named `link.conf` for the file `/etc/config.conf`?,ln -s /etc/config.conf link.conf,Creates a symbolic link link.conf to /etc/config.conf.
How do I establish `link.conf` as a symbolic reference to `/etc/config.conf`?,ln -s /etc/config.conf link.conf,Creates a symbolic link link.conf to /etc/config.conf.
Please give me the command to symlink `/etc/config.conf` as `link.conf`,ln -s /etc/config.conf link.conf,Creates a symbolic link link.conf to /etc/config.conf.
I need to get `link.conf` to point to `/etc/config.conf` using a symbolic link,ln -s /etc/config.conf link.conf,Creates a symbolic link link.conf to /etc/config.conf.
What's the proper way to create a symbolic link called `link.conf` for `/etc/config.conf`?,ln -s /etc/config.conf link.conf,Creates a symbolic link link.conf to /etc/config.conf.
How do I hard link `file1.txt` to `file2.txt`?,ln file1.txt file2.txt,Creates a hard link file2.txt to file1.txt.
I need to create a hard link from `file1.txt` to `file2.txt`,ln file1.txt file2.txt,Creates a hard link file2.txt to file1.txt.
Make `file2.txt` a hard link for `file1.txt`,ln file1.txt file2.txt,Creates a hard link file2.txt to file1.txt.
Can you help me hard link `file1.txt` as `file2.txt`?,ln file1.txt file2.txt,Creates a hard link file2.txt to file1.txt.
What's the command to set up `file2.txt` as a hard link to `file1.txt`?,ln file1.txt file2.txt,Creates a hard link file2.txt to file1.txt.
I want `file2.txt` to be a hard link that points to `file1.txt`,ln file1.txt file2.txt,Creates a hard link file2.txt to file1.txt.
"Please show me how to hard link `file1.txt` to a new name, `file2.txt`",ln file1.txt file2.txt,Creates a hard link file2.txt to file1.txt.
Link `file1.txt` and call the hard link `file2.txt`,ln file1.txt file2.txt,Creates a hard link file2.txt to file1.txt.
Establish `file2.txt` as a hard link for `file1.txt`,ln file1.txt file2.txt,Creates a hard link file2.txt to file1.txt.
I'm looking for the command to make `file2.txt` a hard link of `file1.txt`,ln file1.txt file2.txt,Creates a hard link file2.txt to file1.txt.
How do you create a hard link where `file2.txt` refers to `file1.txt`?,ln file1.txt file2.txt,Creates a hard link file2.txt to file1.txt.
Generate the Linux command to hard link `file1.txt` to `file2.txt`,ln file1.txt file2.txt,Creates a hard link file2.txt to file1.txt.
How do I display `file.txt` and see its non-printable characters?,cat -v file.txt,Displays file.txt with non-printable characters visible.
I need to view `file.txt` with control characters visible,cat -v file.txt,Displays file.txt with non-printable characters visible.
"Show me the contents of `file.txt`, including any hidden characters",cat -v file.txt,Displays file.txt with non-printable characters visible.
What's the command to reveal non-printing characters in `file.txt`?,cat -v file.txt,Displays file.txt with non-printable characters visible.
Can you help me see the special characters in `file.txt`?,cat -v file.txt,Displays file.txt with non-printable characters visible.
How can I inspect `file.txt` to visualize its non-ASCII parts?,cat -v file.txt,Displays file.txt with non-printable characters visible.
"Display `file.txt` in a way that shows everything, even the invisible stuff",cat -v file.txt,Displays file.txt with non-printable characters visible.
"I want to see the exact content of `file.txt`, including all control sequences",cat -v file.txt,Displays file.txt with non-printable characters visible.
Give me the command to output `file.txt` and represent its non-printable characters,cat -v file.txt,Displays file.txt with non-printable characters visible.
How do I get `cat` to show non-printable characters for `file.txt`?,cat -v file.txt,Displays file.txt with non-printable characters visible.
"What's the best way to view `file.txt` and ensure I see all characters, even normally suppressed ones?",cat -v file.txt,Displays file.txt with non-printable characters visible.
I need to debug `file.txt` and see its special characters,cat -v file.txt,Displays file.txt with non-printable characters visible.
How do I view `logfile.txt` using `less` without clearing the screen when I exit?,less -X logfile.txt,Views logfile.txt in less without clearing the screen on exit.
"What's the command to inspect `logfile.txt` page by page, leaving the content visible after quitting?",less -X logfile.txt,Views logfile.txt in less without clearing the screen on exit.
"I need to open `logfile.txt` in `less`, making sure the terminal doesn't clear the buffer when I'm done",less -X logfile.txt,Views logfile.txt in less without clearing the screen on exit.
