user_query,command,description
Please apply a read/write ACL rule for 'user' on 'file.txt',setfacl -m u:user:rw file.txt,Grants user read and write permissions on file.txt using ACL.
Show me how to use `setfacl` to grant 'user' read/write access to 'file.txt',setfacl -m u:user:rw file.txt,Grants user read and write permissions on file.txt using ACL.
What's the proper `setfacl` syntax to give 'user' read and write access to 'file.txt'?,setfacl -m u:user:rw file.txt,Grants user read and write permissions on file.txt using ACL.
I need to explicitly allow 'user' to read and modify 'file.txt' using an ACL,setfacl -m u:user:rw file.txt,Grants user read and write permissions on file.txt using ACL.
Could you set an ACL entry for 'user' granting them read and write access to 'file.txt'?,setfacl -m u:user:rw file.txt,Grants user read and write permissions on file.txt using ACL.
How do I modify the ACL for 'file.txt' to give 'user' read and write permissions?,setfacl -m u:user:rw file.txt,Grants user read and write permissions on file.txt using ACL.
How do I view the ACL for file.txt?,getfacl file.txt,Displays the access control list (ACL) for file.txt.
Show me the access control list for file.txt,getfacl file.txt,Displays the access control list (ACL) for file.txt.
I need to display the extended permissions on file.txt,getfacl file.txt,Displays the access control list (ACL) for file.txt.
What's the command to get the ACL of file.txt?,getfacl file.txt,Displays the access control list (ACL) for file.txt.
Can you retrieve the access rules for file.txt?,getfacl file.txt,Displays the access control list (ACL) for file.txt.
List the ACL entries for file.txt please,getfacl file.txt,Displays the access control list (ACL) for file.txt.
How can I check file.txt's access control list?,getfacl file.txt,Displays the access control list (ACL) for file.txt.
Display the `getfacl` output for file.txt,getfacl file.txt,Displays the access control list (ACL) for file.txt.
I want to see the security settings for file.txt,getfacl file.txt,Displays the access control list (ACL) for file.txt.
Tell me the access rights configured for file.txt,getfacl file.txt,Displays the access control list (ACL) for file.txt.
Could you show me the full permissions for file.txt?,getfacl file.txt,Displays the access control list (ACL) for file.txt.
Get me the ACL information for file.txt,getfacl file.txt,Displays the access control list (ACL) for file.txt.
How do I view the contents of `logfile.gz` without extracting it?,zcat logfile.gz,Displays the contents of compressed logfile.gz without uncompressing.
What's the command to display a gzipped file's content directly to the terminal?,zcat logfile.gz,Displays the contents of compressed logfile.gz without uncompressing.
I need to see what's inside `logfile.gz` but not actually unzip it,zcat logfile.gz,Displays the contents of compressed logfile.gz without uncompressing.
Can you tell me how to output the contents of `logfile.gz` to standard output?,zcat logfile.gz,Displays the contents of compressed logfile.gz without uncompressing.
What's the best way to read `logfile.gz` without saving the uncompressed data?,zcat logfile.gz,Displays the contents of compressed logfile.gz without uncompressing.
How can I quickly inspect `logfile.gz`'s content?,zcat logfile.gz,Displays the contents of compressed logfile.gz without uncompressing.
I want to `cat` a compressed `logfile.gz`. What's the command?,zcat logfile.gz,Displays the contents of compressed logfile.gz without uncompressing.
Show me the command to print `logfile.gz`'s uncompressed content,zcat logfile.gz,Displays the contents of compressed logfile.gz without uncompressing.
How do I look at `logfile.gz` without decompressing it permanently?,zcat logfile.gz,Displays the contents of compressed logfile.gz without uncompressing.
Give me the command to pipe the uncompressed data from `logfile.gz`,zcat logfile.gz,Displays the contents of compressed logfile.gz without uncompressing.
What's the Linux command to view a `.gz` file's content on the fly?,zcat logfile.gz,Displays the contents of compressed logfile.gz without uncompressing.
I just need to see the raw text from `logfile.gz`. How do I do that?,zcat logfile.gz,Displays the contents of compressed logfile.gz without uncompressing.
How can I view the contents of `logfile.gz` with pagination?,zless logfile.gz,Views compressed logfile.gz with pagination.
I need to look at a gzipped log file. What's the command to view `logfile.gz`?,zless logfile.gz,Views compressed logfile.gz with pagination.
How do I page through the compressed log file named `logfile.gz`?,zless logfile.gz,Views compressed logfile.gz with pagination.
"I have `logfile.gz`, a compressed log. How can I read it comfortably?",zless logfile.gz,Views compressed logfile.gz with pagination.
"What's the command to display `logfile.gz` interactively, even though it's gzipped?",zless logfile.gz,Views compressed logfile.gz with pagination.
Can you tell me how to view `logfile.gz` one page at a time?,zless logfile.gz,Views compressed logfile.gz with pagination.
How do I open `logfile.gz` so I can scroll through it?,zless logfile.gz,Views compressed logfile.gz with pagination.
I want to examine `logfile.gz`. What's the best command for viewing compressed log files?,zless logfile.gz,Views compressed logfile.gz with pagination.
What's the equivalent of `less` for a compressed file like `logfile.gz`?,zless logfile.gz,Views compressed logfile.gz with pagination.
Show me how to read `logfile.gz` without decompressing it first,zless logfile.gz,Views compressed logfile.gz with pagination.
I need to view the contents of `logfile.gz` and be able to navigate through it,zless logfile.gz,Views compressed logfile.gz with pagination.
What command should I use to view the gzipped log file `logfile.gz` with a pager?,zless logfile.gz,Views compressed logfile.gz with pagination.
"How do I display the contents of `file.bin` in octal format, showing the ASCII characters?",od -c file.bin,Dumps file.bin in octal format with ASCII representation.
What's the command to get an octal dump of `file.bin` with its corresponding ASCII representation?,od -c file.bin,Dumps file.bin in octal format with ASCII representation.
"I need to inspect `file.bin` byte-by-byte, can you show me the command to output octal values and characters?",od -c file.bin,Dumps file.bin in octal format with ASCII representation.
How can I use `od` to dump `file.bin` in octal and also display the printable characters?,od -c file.bin,Dumps file.bin in octal format with ASCII representation.
I want to see the octal values and the ASCII characters for each byte in `file.bin`. What command should I use?,od -c file.bin,Dumps file.bin in octal format with ASCII representation.
Give me the Linux command to get a character-by-character octal dump of `file.bin`,od -c file.bin,Dumps file.bin in octal format with ASCII representation.
How do I view `file.bin` in octal with its ASCII interpretation alongside?,od -c file.bin,Dumps file.bin in octal format with ASCII representation.
Can you provide the command to output `file.bin` as octal and show its character representation?,od -c file.bin,Dumps file.bin in octal format with ASCII representation.
"I'm debugging a binary file, `file.bin`. How do I get an octal and ASCII dump of its contents?",od -c file.bin,Dumps file.bin in octal format with ASCII representation.
What's the easiest way to inspect `file.bin` and see both its octal byte values and ASCII characters?,od -c file.bin,Dumps file.bin in octal format with ASCII representation.
Show me the `od` command to output `file.bin` as octal bytes with the character column,od -c file.bin,Dumps file.bin in octal format with ASCII representation.
"I need to dump `file.bin` in octal, and also see the ASCII interpretation for each byte",od -c file.bin,Dumps file.bin in octal format with ASCII representation.
