user_query,command,description
Give me the command to view active I/O operations on the system,iotop -o,"Displays I/O usage by processes, showing only active ones."
What's the `setfacl` command to recursively grant `user` read and execute permissions on `/data`?,setfacl -R -m u:user:rx /data,Recursively grants user read and execute permissions on /data using ACL.
How do I use ACLs to give `user` recursive read and execute access to `/data`?,setfacl -R -m u:user:rx /data,Recursively grants user read and execute permissions on /data using ACL.
I need `user` to have recursive read and execute permissions on `/data` via ACLs. What command do I run?,setfacl -R -m u:user:rx /data,Recursively grants user read and execute permissions on /data using ACL.
Grant `user` recursive r-x permissions on `/data` using `setfacl`,setfacl -R -m u:user:rx /data,Recursively grants user read and execute permissions on /data using ACL.
How can I set ACLs to provide `u:user:rx` recursively on `/data`?,setfacl -R -m u:user:rx /data,Recursively grants user read and execute permissions on /data using ACL.
"I want to enable `user` to read and execute everything inside `/data` and its subdirectories, specifically with ACLs. What's the command?",setfacl -R -m u:user:rx /data,Recursively grants user read and execute permissions on /data using ACL.
Could you show me the `setfacl` command that adds recursive read and execute for `user` on `/data`?,setfacl -R -m u:user:rx /data,Recursively grants user read and execute permissions on /data using ACL.
What's the Linux command to give `user` recursive read and execute access to `/data` using an ACL?,setfacl -R -m u:user:rx /data,Recursively grants user read and execute permissions on /data using ACL.
I need to recursively apply read and execute permissions for `user` on `/data` via ACL. How?,setfacl -R -m u:user:rx /data,Recursively grants user read and execute permissions on /data using ACL.
"My user `user` needs to be able to read and execute files within `/data` and all its subdirectories, but I only want to grant this via an Access Control List. What's the appropriate command?",setfacl -R -m u:user:rx /data,Recursively grants user read and execute permissions on /data using ACL.
ACL for `/data`: give `user` recursive r-x,setfacl -R -m u:user:rx /data,Recursively grants user read and execute permissions on /data using ACL.
"Using ACLs, what command will grant recursive read and execute access to `/data` for `user`?",setfacl -R -m u:user:rx /data,Recursively grants user read and execute permissions on /data using ACL.
How do I remove ACL entries for 'user' from 'file.txt'?,setfacl -x u:user file.txt,Removes ACL entries for user from file.txt.
What's the command to revoke user's ACL permissions on file.txt?,setfacl -x u:user file.txt,Removes ACL entries for user from file.txt.
I need to take away all ACL access for 'user' from 'file.txt',setfacl -x u:user file.txt,Removes ACL entries for user from file.txt.
Remove 'user' from file.txt's access control list,setfacl -x u:user file.txt,Removes ACL entries for user from file.txt.
'user' still has ACL access to 'file.txt' and I want to delete it. How?,setfacl -x u:user file.txt,Removes ACL entries for user from file.txt.
How to delete a specific user's ACL entry on file.txt?,setfacl -x u:user file.txt,Removes ACL entries for user from file.txt.
What setfacl command removes 'user' from file.txt?,setfacl -x u:user file.txt,Removes ACL entries for user from file.txt.
Revoke 'user's' file.txt access control list entries,setfacl -x u:user file.txt,Removes ACL entries for user from file.txt.
I want to remove all ACL settings for 'user' on 'file.txt',setfacl -x u:user file.txt,Removes ACL entries for user from file.txt.
Could you show me how to completely clear 'user's' ACL access for 'file.txt'?,setfacl -x u:user file.txt,Removes ACL entries for user from file.txt.
How do I clear an ACL entry for 'user' from 'file.txt'?,setfacl -x u:user file.txt,Removes ACL entries for user from file.txt.
What's the best way to remove user-specific ACL rules from file.txt?,setfacl -x u:user file.txt,Removes ACL entries for user from file.txt.
How do I recursively set the SELinux context for `/home/user` to `user_home_t`?,chcon -R -t user_home_t /home/user,Recursively sets SELinux context for /home/user to user_home_t.
What's the command to change the SELinux type of `/home/user` and all its contents to `user_home_t`?,chcon -R -t user_home_t /home/user,Recursively sets SELinux context for /home/user to user_home_t.
I need to apply the `user_home_t` SELinux label to `/home/user` and everything inside it. What command should I use?,chcon -R -t user_home_t /home/user,Recursively sets SELinux context for /home/user to user_home_t.
My files in `/home/user` seem to have incorrect SELinux contexts. How can I fix them to `user_home_t` recursively?,chcon -R -t user_home_t /home/user,Recursively sets SELinux context for /home/user to user_home_t.
Could you give me the command to relabel `/home/user` and all subdirectories/files with `user_home_t`?,chcon -R -t user_home_t /home/user,Recursively sets SELinux context for /home/user to user_home_t.
I'm troubleshooting SELinux denials related to my home directory. What's the best way to ensure `/home/user` and its contents are properly tagged with `user_home_t`?,chcon -R -t user_home_t /home/user,Recursively sets SELinux context for /home/user to user_home_t.
I want to make sure all files and folders under `/home/user` have the `user_home_t` SELinux context. What's the command for that?,chcon -R -t user_home_t /home/user,Recursively sets SELinux context for /home/user to user_home_t.
What's the `chcon` command to recursively assign `user_home_t` to `/home/user`?,chcon -R -t user_home_t /home/user,Recursively sets SELinux context for /home/user to user_home_t.
How can I restore the default SELinux context of `user_home_t` for `/home/user` and its entire hierarchy?,chcon -R -t user_home_t /home/user,Recursively sets SELinux context for /home/user to user_home_t.
"Tell me how to set the SELinux type for `/home/user` to `user_home_t`, affecting all nested items",chcon -R -t user_home_t /home/user,Recursively sets SELinux context for /home/user to user_home_t.
I need to fix an SELinux permissions issue in `/home/user`. The contexts need to be `user_home_t` recursively. How do I do that?,chcon -R -t user_home_t /home/user,Recursively sets SELinux context for /home/user to user_home_t.
What's the command to change the security context of `/home/user` to `user_home_t` for everything inside it?,chcon -R -t user_home_t /home/user,Recursively sets SELinux context for /home/user to user_home_t.
How do I list SELinux user mappings?,semanage user -l,Lists SELinux user mappings.
Show me the current SELinux user mappings,semanage user -l,Lists SELinux user mappings.
Please display the SELinux user assignments,semanage user -l,Lists SELinux user mappings.
What are the SELinux user mappings?,semanage user -l,Lists SELinux user mappings.
Can you show me the SELinux user to login mappings?,semanage user -l,Lists SELinux user mappings.
I need to view the SELinux user mappings,semanage user -l,Lists SELinux user mappings.
Get me a list of all SELinux user mappings,semanage user -l,Lists SELinux user mappings.
How can I see the SELinux user mappings?,semanage user -l,Lists SELinux user mappings.
Display the configured SELinux user mappings,semanage user -l,Lists SELinux user mappings.
Provide a list of SELinux user mappings,semanage user -l,Lists SELinux user mappings.
I'd like to check the SELinux user mappings,semanage user -l,Lists SELinux user mappings.
List the SELinux user-to-login associations,semanage user -l,Lists SELinux user mappings.
Run `getfattr -d file.txt`,getfattr -d file.txt,Displays extended attributes for file.txt.
How do I display the extended attributes for `file.txt`?,getfattr -d file.txt,Displays extended attributes for file.txt.
Show me the extended attributes for `file.txt`,getfattr -d file.txt,Displays extended attributes for file.txt.
I need to get the extended attributes for `file.txt`,getfattr -d file.txt,Displays extended attributes for file.txt.
What's the command to view `file.txt`'s extended attributes?,getfattr -d file.txt,Displays extended attributes for file.txt.
Could you please execute `getfattr -d file.txt`?,getfattr -d file.txt,Displays extended attributes for file.txt.
How can I see `file.txt`'s extended attributes in a human-readable way?,getfattr -d file.txt,Displays extended attributes for file.txt.
I'm trying to retrieve the extended attributes of `file.txt`,getfattr -d file.txt,Displays extended attributes for file.txt.
Display the decoded attributes for `file.txt`,getfattr -d file.txt,Displays extended attributes for file.txt.
Tell me how to run `getfattr -d file.txt`,getfattr -d file.txt,Displays extended attributes for file.txt.
Get the extended attributes for `file.txt`,getfattr -d file.txt,Displays extended attributes for file.txt.
What's the appropriate command to display extended attributes for `file.txt`?,getfattr -d file.txt,Displays extended attributes for file.txt.
How do I set the `user.comment` extended attribute to 'Test' on `file.txt`?,setfattr -n user.comment -v 'Test' file.txt,Sets a user-defined extended attribute 'user.comment' to 'Test' on file.txt.
What's the command to add a user comment 'Test' to `file.txt`?,setfattr -n user.comment -v 'Test' file.txt,Sets a user-defined extended attribute 'user.comment' to 'Test' on file.txt.
I need to assign the value 'Test' to the `user.comment` attribute for `file.txt`. How?,setfattr -n user.comment -v 'Test' file.txt,Sets a user-defined extended attribute 'user.comment' to 'Test' on file.txt.
Could you show me how to use `setfattr` to put 'Test' as the `user.comment` on `file.txt`?,setfattr -n user.comment -v 'Test' file.txt,Sets a user-defined extended attribute 'user.comment' to 'Test' on file.txt.
How can I write 'Test' as an extended attribute named `user.comment` for `file.txt`?,setfattr -n user.comment -v 'Test' file.txt,Sets a user-defined extended attribute 'user.comment' to 'Test' on file.txt.
What's the correct syntax to set `user.comment='Test'` on `file.txt` using `setfattr`?,setfattr -n user.comment -v 'Test' file.txt,Sets a user-defined extended attribute 'user.comment' to 'Test' on file.txt.
I want to add a custom comment 'Test' to `file.txt`. What's the command?,setfattr -n user.comment -v 'Test' file.txt,Sets a user-defined extended attribute 'user.comment' to 'Test' on file.txt.
How do I configure `file.txt` with a `user.comment` of 'Test'?,setfattr -n user.comment -v 'Test' file.txt,Sets a user-defined extended attribute 'user.comment' to 'Test' on file.txt.
Provide the command to set the `user.comment` extended attribute of `file.txt` to 'Test',setfattr -n user.comment -v 'Test' file.txt,Sets a user-defined extended attribute 'user.comment' to 'Test' on file.txt.
I need to attach the comment 'Test' to `file.txt` as a `user.comment` attribute. What command should I use?,setfattr -n user.comment -v 'Test' file.txt,Sets a user-defined extended attribute 'user.comment' to 'Test' on file.txt.
Give me the `setfattr` command for setting `user.comment` to 'Test' on `file.txt`,setfattr -n user.comment -v 'Test' file.txt,Sets a user-defined extended attribute 'user.comment' to 'Test' on file.txt.
What command allows me to apply a user comment 'Test' to `file.txt`?,setfattr -n user.comment -v 'Test' file.txt,Sets a user-defined extended attribute 'user.comment' to 'Test' on file.txt.
Make `file.txt` append-only,chattr +a file.txt,"Sets the append-only attribute on file.txt, allowing only appending."
How do I set the append-only attribute on `file.txt`?,chattr +a file.txt,"Sets the append-only attribute on file.txt, allowing only appending."
Please apply the append-only flag to `file.txt`,chattr +a file.txt,"Sets the append-only attribute on file.txt, allowing only appending."
"I need `file.txt` to only allow appending, preventing any modifications or deletions",chattr +a file.txt,"Sets the append-only attribute on file.txt, allowing only appending."
Can you configure `file.txt` so that it's append-only?,chattr +a file.txt,"Sets the append-only attribute on file.txt, allowing only appending."
Use `chattr` to enable append-only mode for `file.txt`,chattr +a file.txt,"Sets the append-only attribute on file.txt, allowing only appending."
What's the command to set the `+a` attribute on `file.txt`?,chattr +a file.txt,"Sets the append-only attribute on file.txt, allowing only appending."
Could you ensure `file.txt` can only be appended to?,chattr +a file.txt,"Sets the append-only attribute on file.txt, allowing only appending."
Set the append-only permission for `file.txt`,chattr +a file.txt,"Sets the append-only attribute on file.txt, allowing only appending."
"I want to prevent `file.txt` from being edited, allowing only new data to be added at the end",chattr +a file.txt,"Sets the append-only attribute on file.txt, allowing only appending."
Run the `chattr` command to make `file.txt` append-only,chattr +a file.txt,"Sets the append-only attribute on file.txt, allowing only appending."
Implement append-only behavior for `file.txt`,chattr +a file.txt,"Sets the append-only attribute on file.txt, allowing only appending."
Please run `dump -f backup.tar /dev/sda1`,dump -f backup.tar /dev/sda1,Backs up the /dev/sda1 filesystem to backup.tar.
I need to back up `/dev/sda1` to `backup.tar`,dump -f backup.tar /dev/sda1,Backs up the /dev/sda1 filesystem to backup.tar.
Could you execute the dump of `/dev/sda1` to `backup.tar`?,dump -f backup.tar /dev/sda1,Backs up the /dev/sda1 filesystem to backup.tar.
How do I dump `/dev/sda1` into a file named `backup.tar`?,dump -f backup.tar /dev/sda1,Backs up the /dev/sda1 filesystem to backup.tar.
Let's create a backup of `/dev/sda1` and save it as `backup.tar`,dump -f backup.tar /dev/sda1,Backs up the /dev/sda1 filesystem to backup.tar.
"Perform the dump operation on `/dev/sda1`, outputting to `backup.tar`",dump -f backup.tar /dev/sda1,Backs up the /dev/sda1 filesystem to backup.tar.
Run the `dump` command to put `/dev/sda1` into `backup.tar`,dump -f backup.tar /dev/sda1,Backs up the /dev/sda1 filesystem to backup.tar.
I'd like to back up the filesystem `/dev/sda1` to `backup.tar`,dump -f backup.tar /dev/sda1,Backs up the /dev/sda1 filesystem to backup.tar.
Can you `dump` `/dev/sda1` to `backup.tar` please?,dump -f backup.tar /dev/sda1,Backs up the /dev/sda1 filesystem to backup.tar.
Initiate a full `dump` of `/dev/sda1` to `backup.tar`,dump -f backup.tar /dev/sda1,Backs up the /dev/sda1 filesystem to backup.tar.
Get `/dev/sda1` backed up to `backup.tar`,dump -f backup.tar /dev/sda1,Backs up the /dev/sda1 filesystem to backup.tar.
What's the best way to `dump` `/dev/sda1` to `backup.tar`?,dump -f backup.tar /dev/sda1,Backs up the /dev/sda1 filesystem to backup.tar.
Run `restore -rf backup.tar`,restore -rf backup.tar,Restores the filesystem from backup.tar.
Please execute `restore -rf backup.tar`,restore -rf backup.tar,Restores the filesystem from backup.tar.
I need to restore the filesystem from `backup.tar`,restore -rf backup.tar,Restores the filesystem from backup.tar.
Could you run the command `restore -rf backup.tar`?,restore -rf backup.tar,Restores the filesystem from backup.tar.
Initiate the restore process using `restore -rf backup.tar`,restore -rf backup.tar,Restores the filesystem from backup.tar.
Time to run: `restore -rf backup.tar`,restore -rf backup.tar,Restores the filesystem from backup.tar.
Perform a full restore from `backup.tar`,restore -rf backup.tar,Restores the filesystem from backup.tar.
Execute the command to restore the filesystem: `restore -rf backup.tar`,restore -rf backup.tar,Restores the filesystem from backup.tar.
Let's kick off `restore -rf backup.tar`,restore -rf backup.tar,Restores the filesystem from backup.tar.
Start the filesystem restore from `backup.tar` using the appropriate command,restore -rf backup.tar,Restores the filesystem from backup.tar.
I'm about to run `restore -rf backup.tar`,restore -rf backup.tar,Restores the filesystem from backup.tar.
Go ahead and apply `restore -rf backup.tar`,restore -rf backup.tar,Restores the filesystem from backup.tar.
How do I set a 1GB soft and 2GB hard disk quota for a user on /mnt?,xfs_quota -x -c 'limit bsoft=1g bhard=2g user' /mnt,Sets a 1GB soft and 2GB hard disk quota for user on /mnt.
What's the command to configure an XFS quota of 1GB soft and 2GB hard for 'user' on /mnt?,xfs_quota -x -c 'limit bsoft=1g bhard=2g user' /mnt,Sets a 1GB soft and 2GB hard disk quota for user on /mnt.
I need to limit a user's disk space on /mnt to 1GB soft and 2GB hard. What should I type?,xfs_quota -x -c 'limit bsoft=1g bhard=2g user' /mnt,Sets a 1GB soft and 2GB hard disk quota for user on /mnt.
"Can you show me how to apply a 1GB soft, 2GB hard block quota for 'user' on the /mnt filesystem?",xfs_quota -x -c 'limit bsoft=1g bhard=2g user' /mnt,Sets a 1GB soft and 2GB hard disk quota for user on /mnt.
I want to add an XFS user quota on /mnt with a 1g soft and 2g hard limit. What's the syntax?,xfs_quota -x -c 'limit bsoft=1g bhard=2g user' /mnt,Sets a 1GB soft and 2GB hard disk quota for user on /mnt.
Please help me establish a 1GB soft and 2GB hard disk quota for 'user' on /mnt,xfs_quota -x -c 'limit bsoft=1g bhard=2g user' /mnt,Sets a 1GB soft and 2GB hard disk quota for user on /mnt.
How can I enforce a 1GB soft and 2GB disk usage limit for 'user' on /mnt using xfs_quota?,xfs_quota -x -c 'limit bsoft=1g bhard=2g user' /mnt,Sets a 1GB soft and 2GB hard disk quota for user on /mnt.
Command to define a 1GB soft and 2GB hard user block quota on /mnt,xfs_quota -x -c 'limit bsoft=1g bhard=2g user' /mnt,Sets a 1GB soft and 2GB hard disk quota for user on /mnt.
What's the correct way to impose a 1GB soft and 2GB storage quota for a user on /mnt?,xfs_quota -x -c 'limit bsoft=1g bhard=2g user' /mnt,Sets a 1GB soft and 2GB hard disk quota for user on /mnt.
I need to assign a 1g soft and 2g hard disk quota to 'user' on /mnt. Which command do I use?,xfs_quota -x -c 'limit bsoft=1g bhard=2g user' /mnt,Sets a 1GB soft and 2GB hard disk quota for user on /mnt.
Set a 1GB soft and 2GB hard disk quota for 'user' on /mnt. Provide the command,xfs_quota -x -c 'limit bsoft=1g bhard=2g user' /mnt,Sets a 1GB soft and 2GB hard disk quota for user on /mnt.
Generate the command to configure a 1GB soft and 2GB user quota on the /mnt mount point,xfs_quota -x -c 'limit bsoft=1g bhard=2g user' /mnt,Sets a 1GB soft and 2GB hard disk quota for user on /mnt.
How do I create a tar archive of `/data` that preserves ACLs and extended attributes?,tar --acls --xattrs -cpf backup.tar /data,"Creates a tar archive of /data, preserving ACLs and extended attributes."
What's the `tar` command to back up `/data` and keep its file permissions and extended attributes intact?,tar --acls --xattrs -cpf backup.tar /data,"Creates a tar archive of /data, preserving ACLs and extended attributes."
I need to make a tarball of `/data` into `backup.tar` that includes all access control lists and xattrs,tar --acls --xattrs -cpf backup.tar /data,"Creates a tar archive of /data, preserving ACLs and extended attributes."
"Generate the command to archive `/data` to `backup.tar`, ensuring ACLs and extended attributes are included",tar --acls --xattrs -cpf backup.tar /data,"Creates a tar archive of /data, preserving ACLs and extended attributes."
"How can I use `tar` to create an exact copy of `/data`, saving its ACLs and extended attributes, into `backup.tar`?",tar --acls --xattrs -cpf backup.tar /data,"Creates a tar archive of /data, preserving ACLs and extended attributes."
"I want to package the `/data` directory into `backup.tar`, retaining all its metadata like ACLs and extended attributes",tar --acls --xattrs -cpf backup.tar /data,"Creates a tar archive of /data, preserving ACLs and extended attributes."
Could you tell me the `tar` command for creating a backup of `/data` that fully preserves its ACLs and xattrs?,tar --acls --xattrs -cpf backup.tar /data,"Creates a tar archive of /data, preserving ACLs and extended attributes."
What's the correct `tar` syntax to archive `/data` into `backup.tar` while maintaining ACLs and extended attributes?,tar --acls --xattrs -cpf backup.tar /data,"Creates a tar archive of /data, preserving ACLs and extended attributes."
"Help me tar `/data` into `backup.tar`, including the Access Control Lists and Extended Attributes",tar --acls --xattrs -cpf backup.tar /data,"Creates a tar archive of /data, preserving ACLs and extended attributes."
"I'm looking for the command to make a comprehensive tar archive of `/data`, explicitly including ACLs and extended attributes",tar --acls --xattrs -cpf backup.tar /data,"Creates a tar archive of /data, preserving ACLs and extended attributes."
"How do I create a tar file named `backup.tar` from the `/data` directory, ensuring all advanced permissions and attributes are saved?",tar --acls --xattrs -cpf backup.tar /data,"Creates a tar archive of /data, preserving ACLs and extended attributes."
